locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_03854	CDS	870	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
DFNAAEMK_03855	CDS	651				hypothetical protein
DFNAAEMK_03856	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
DFNAAEMK_03857	CDS	276				hypothetical protein
DFNAAEMK_03858	CDS	843	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
DFNAAEMK_03859	CDS	288	ttdB_1	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
DFNAAEMK_03860	CDS	366	ttdB_2	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
DFNAAEMK_03861	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
DFNAAEMK_03862	CDS	171	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DFNAAEMK_03863	CDS	909	yagE	4.1.2.51	COG0329	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE
DFNAAEMK_03864	CDS	699				hypothetical protein
DFNAAEMK_03865	CDS	450	alsT		COG1115	Amino-acid carrier protein AlsT
DFNAAEMK_03866	CDS	777				hypothetical protein
DFNAAEMK_03867	CDS	297				hypothetical protein
	CRISPR	149				
DFNAAEMK_03868	CDS	195				hypothetical protein
DFNAAEMK_03869	CDS	153				hypothetical protein
DFNAAEMK_03870	CDS	921				hypothetical protein
DFNAAEMK_03871	CDS	1338	lamB		COG4580	Maltoporin
DFNAAEMK_03872	CDS	1116	malK	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
DFNAAEMK_03873	CDS	96				hypothetical protein
DFNAAEMK_03874	CDS	1191	malE		COG2182	Maltose-binding periplasmic protein
DFNAAEMK_03875	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
DFNAAEMK_03876	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
DFNAAEMK_03877	CDS	366				hypothetical protein
DFNAAEMK_03878	CDS	1545	malF		COG1175	Maltose transport system permease protein MalF
DFNAAEMK_03879	CDS	444				hypothetical protein
DFNAAEMK_03880	CDS	1194	mlc_2		COG1940	Protein mlc
DFNAAEMK_03881	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
DFNAAEMK_03882	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
DFNAAEMK_03883	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DFNAAEMK_03884	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
DFNAAEMK_03885	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
DFNAAEMK_03886	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
DFNAAEMK_03887	CDS	480	rseC		COG3086	Protein RseC
DFNAAEMK_03888	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
DFNAAEMK_03889	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
DFNAAEMK_03890	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
DFNAAEMK_03891	CDS	906	era		COG1159	GTPase Era
DFNAAEMK_03892	CDS	729	recO		COG1381	DNA repair protein RecO
DFNAAEMK_03893	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
DFNAAEMK_03894	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DFNAAEMK_03895	CDS	261	yfhL		COG1145	Ferredoxin YfhL
DFNAAEMK_03896	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
DFNAAEMK_03897	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
DFNAAEMK_03898	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
DFNAAEMK_03899	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
DFNAAEMK_03900	CDS	846				hypothetical protein
DFNAAEMK_03901	CDS	252				hypothetical protein
DFNAAEMK_03902	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
DFNAAEMK_03903	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
DFNAAEMK_03904	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
DFNAAEMK_03905	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
DFNAAEMK_03906	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DFNAAEMK_03907	CDS	840	chbR			HTH-type transcriptional regulator ChbR
DFNAAEMK_03908	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
DFNAAEMK_03909	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
DFNAAEMK_03910	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
DFNAAEMK_03911	CDS	264	cedA			Cell division activator CedA
DFNAAEMK_03912	CDS	804				hypothetical protein
DFNAAEMK_03913	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
DFNAAEMK_03914	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
DFNAAEMK_03915	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
DFNAAEMK_03916	CDS	537				hypothetical protein
DFNAAEMK_03917	CDS	861				hypothetical protein
DFNAAEMK_03918	CDS	291				hypothetical protein
DFNAAEMK_03919	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
DFNAAEMK_03920	CDS	480	xerD_3		COG4974	Tyrosine recombinase XerD
DFNAAEMK_03921	CDS	327				hypothetical protein
DFNAAEMK_03922	CDS	189	mntH		COG1914	Divalent metal cation transporter MntH
DFNAAEMK_03923	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
DFNAAEMK_03924	CDS	630	yqiJ			Inner membrane protein YqiJ
DFNAAEMK_03925	CDS	201	glgS			Surface composition regulator
DFNAAEMK_03926	CDS	1065				hypothetical protein
DFNAAEMK_03927	CDS	750	papD_2		COG3121	Chaperone protein PapD
DFNAAEMK_03928	CDS	2466	papC_4		COG3188	Outer membrane usher protein PapC
DFNAAEMK_03929	CDS	324				hypothetical protein
DFNAAEMK_03930	CDS	987				hypothetical protein
DFNAAEMK_03931	CDS	1299	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DFNAAEMK_03932	CDS	621	rhtC		COG1280	Threonine efflux protein
DFNAAEMK_03933	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
DFNAAEMK_03934	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
DFNAAEMK_03935	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
DFNAAEMK_03936	CDS	900				hypothetical protein
DFNAAEMK_03937	CDS	954	metR			HTH-type transcriptional regulator MetR
DFNAAEMK_03938	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
DFNAAEMK_03939	CDS	816	clcD	3.1.1.45		Carboxymethylenebutenolidase
DFNAAEMK_03940	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
DFNAAEMK_03941	CDS	1428				hypothetical protein
DFNAAEMK_03942	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DFNAAEMK_03943	CDS	606				hypothetical protein
DFNAAEMK_03944	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
DFNAAEMK_03945	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
DFNAAEMK_03946	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
DFNAAEMK_03947	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
DFNAAEMK_03948	tRNA	77				tRNA-Asp(gtc)
DFNAAEMK_03949	CDS	624				hypothetical protein
DFNAAEMK_03950	CDS	1398				hypothetical protein
DFNAAEMK_03951	CDS	687				hypothetical protein
DFNAAEMK_03952	CDS	816				hypothetical protein
DFNAAEMK_03953	CDS	1260				hypothetical protein
DFNAAEMK_03954	CDS	1668	fdrA		COG0074	Protein FdrA
DFNAAEMK_03955	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
DFNAAEMK_03956	CDS	327				hypothetical protein
DFNAAEMK_03957	CDS	2382	yraJ_2		COG3188	Outer membrane usher protein YraJ
DFNAAEMK_03958	CDS	675	yraI_2			putative fimbrial chaperone YraI
DFNAAEMK_03959	CDS	396	gltF_2			Protein GltF
DFNAAEMK_03960	CDS	258	gfcB_2			putative lipoprotein GfcB
DFNAAEMK_03961	CDS	285				hypothetical protein
DFNAAEMK_03962	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
DFNAAEMK_03963	CDS	441	yhhA			putative protein YhhA
DFNAAEMK_03964	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
DFNAAEMK_03965	CDS	1071	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
DFNAAEMK_03966	CDS	846	lacG			Lactose transport system permease protein LacG
DFNAAEMK_03967	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
DFNAAEMK_03968	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
DFNAAEMK_03969	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DFNAAEMK_03970	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DFNAAEMK_03971	CDS	759				hypothetical protein
DFNAAEMK_03972	CDS	759				hypothetical protein
DFNAAEMK_03973	CDS	420	livJ		COG0683	Leu/Ile/Val-binding protein
DFNAAEMK_03974	CDS	231	panZ			PanD regulatory factor
DFNAAEMK_03975	CDS	1401	gabP		COG1113	GABA permease
DFNAAEMK_03976	CDS	519	eutQ		COG4766	Ethanolamine utilization protein EutQ
DFNAAEMK_03977	CDS	804				hypothetical protein
DFNAAEMK_03978	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
DFNAAEMK_03979	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
DFNAAEMK_03980	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
DFNAAEMK_03981	CDS	264	bhsA_2			Multiple stress resistance protein BhsA
DFNAAEMK_03982	CDS	273	yhcO		COG2732	putative protein YhcO
DFNAAEMK_03983	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
DFNAAEMK_03984	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
DFNAAEMK_03985	CDS	204	aaeX			Protein AaeX
DFNAAEMK_03986	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
DFNAAEMK_03987	CDS	474	ivy			Inhibitor of vertebrate lysozyme
DFNAAEMK_03988	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
DFNAAEMK_03989	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
DFNAAEMK_03990	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
DFNAAEMK_03991	CDS	741				hypothetical protein
DFNAAEMK_03992	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
DFNAAEMK_03993	CDS	261	dinJ		COG3077	Antitoxin DinJ
DFNAAEMK_03994	CDS	627				hypothetical protein
DFNAAEMK_03995	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
DFNAAEMK_03996	CDS	1740	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
DFNAAEMK_03997	CDS	636	lafU		COG1360	Chemotaxis protein LafU
DFNAAEMK_03998	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
DFNAAEMK_03999	CDS	294	yafN		COG2161	Antitoxin YafN
DFNAAEMK_04000	CDS	1014				hypothetical protein
DFNAAEMK_04001	CDS	282				hypothetical protein
DFNAAEMK_04002	CDS	1488				hypothetical protein
DFNAAEMK_04003	CDS	1071	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
DFNAAEMK_04004	CDS	249				hypothetical protein
DFNAAEMK_04005	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DFNAAEMK_04006	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
DFNAAEMK_04007	CDS	492	sicA		COG0457	Chaperone protein SicA
DFNAAEMK_04008	CDS	1377	hilA		COG0457	Transcriptional regulator HilA
DFNAAEMK_04009	CDS	219				hypothetical protein
DFNAAEMK_04010	CDS	375				hypothetical protein
DFNAAEMK_04011	CDS	444	bvgA_2			Virulence factors putative positive transcription regulator BvgA
DFNAAEMK_04012	CDS	156				hypothetical protein
DFNAAEMK_04013	CDS	432				hypothetical protein
DFNAAEMK_04014	CDS	273				hypothetical protein
DFNAAEMK_04015	tRNA	88				tRNA-Ser(gga)
DFNAAEMK_04016	CDS	444	lpxD_2	2.3.1.-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
DFNAAEMK_04017	CDS	774				hypothetical protein
DFNAAEMK_04018	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
DFNAAEMK_04019	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
DFNAAEMK_04020	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
DFNAAEMK_04021	CDS	540				hypothetical protein
DFNAAEMK_04022	CDS	1026	mhpT			3-(3-hydroxy-phenyl)propionate transporter
DFNAAEMK_04023	CDS	150	menC_2	4.2.1.113	COG1441	o-succinylbenzoate synthase
DFNAAEMK_04024	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
DFNAAEMK_04025	CDS	447	fruA_1		COG1299	PTS system fructose-specific EIIABC component
DFNAAEMK_04026	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
DFNAAEMK_04027	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
DFNAAEMK_04028	CDS	432	yfeX	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
DFNAAEMK_04029	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
DFNAAEMK_04030	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
DFNAAEMK_04031	CDS	927	allS			HTH-type transcriptional activator AllS
DFNAAEMK_04032	CDS	1026	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
DFNAAEMK_04033	CDS	699	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
DFNAAEMK_04034	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DFNAAEMK_04035	CDS	1110	livK		COG0683	Leucine-specific-binding protein
DFNAAEMK_04036	CDS	858	yeeO		COG0534	putative FMN/FAD exporter YeeO
DFNAAEMK_04037	CDS	174	gnsA_2			Protein GnsA
DFNAAEMK_04038	CDS	213	cspJ			Cold shock-like protein CspJ
DFNAAEMK_04039	tRNA	76				tRNA-Ala(tgc)
DFNAAEMK_04040	tRNA	77				tRNA-Ile(gat)
DFNAAEMK_04041	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
DFNAAEMK_04042	CDS	2286	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG
DFNAAEMK_04043	CDS	963	ybiB		COG0547	putative protein YbiB
DFNAAEMK_04044	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
DFNAAEMK_04045	CDS	261	bhsA_3			Multiple stress resistance protein BhsA
DFNAAEMK_04046	CDS	267	ybiI		COG1734	putative protein YbiI
DFNAAEMK_04047	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
DFNAAEMK_04048	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
DFNAAEMK_04049	CDS	261	mcbA			putative protein McbA
DFNAAEMK_04050	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
DFNAAEMK_04051	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
DFNAAEMK_04052	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
DFNAAEMK_04053	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
DFNAAEMK_04054	CDS	864	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
DFNAAEMK_04055	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
DFNAAEMK_04056	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
DFNAAEMK_04057	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
DFNAAEMK_04058	tRNA	76				tRNA-Glu(ttc)
DFNAAEMK_04059	CDS	843	yibA			Protein YibA
DFNAAEMK_04060	CDS	390	glpF_2		COG0580	Glycerol uptake facilitator protein
DFNAAEMK_04061	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
DFNAAEMK_04062	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
DFNAAEMK_04063	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
DFNAAEMK_04064	CDS	429	uspD		COG0589	Universal stress protein D
DFNAAEMK_04065	CDS	300				hypothetical protein
DFNAAEMK_04066	CDS	441				hypothetical protein
DFNAAEMK_04067	CDS	600				hypothetical protein
DFNAAEMK_04068	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DFNAAEMK_04069	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
DFNAAEMK_04070	CDS	990	sbp		COG1613	Sulfate-binding protein
DFNAAEMK_04071	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
DFNAAEMK_04072	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
DFNAAEMK_04073	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
DFNAAEMK_04074	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
DFNAAEMK_04075	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
DFNAAEMK_04076	CDS	675	yiiM		COG2258	Protein YiiM
DFNAAEMK_04077	CDS	984	kdgT			2-keto-3-deoxygluconate permease
DFNAAEMK_04078	CDS	1326	xerC_2			Tyrosine recombinase XerC
DFNAAEMK_04079	CDS	411				hypothetical protein
DFNAAEMK_04080	CDS	957				hypothetical protein
DFNAAEMK_04081	CDS	807	yagR	1.17.1.4	COG1529	Putative xanthine dehydrogenase YagR molybdenum-binding subunit
DFNAAEMK_04082	CDS	426	arsC	1.20.4.1		Arsenate reductase
DFNAAEMK_04083	CDS	1290	arsB_3		COG1055	Arsenical pump membrane protein
DFNAAEMK_04084	CDS	354				hypothetical protein
DFNAAEMK_04085	CDS	528	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
DFNAAEMK_04086	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
DFNAAEMK_04087	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
DFNAAEMK_04088	CDS	402	nikR		COG0864	Nickel-responsive regulator
DFNAAEMK_04089	CDS	807	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
DFNAAEMK_04090	CDS	393	nikD	3.6.3.24		Nickel import ATP-binding protein NikD
DFNAAEMK_04091	CDS	249				hypothetical protein
	CRISPR	273				
DFNAAEMK_04092	CDS	1038				hypothetical protein
DFNAAEMK_04093	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
DFNAAEMK_04094	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
DFNAAEMK_04095	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
DFNAAEMK_04096	CDS	324	ygbE			Inner membrane protein YgbE
DFNAAEMK_04097	CDS	312	ftsB		COG2919	Cell division protein FtsB
DFNAAEMK_04098	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
DFNAAEMK_04099	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
DFNAAEMK_04100	CDS	387	truD_1	5.4.99.27	COG0585	tRNA pseudouridine synthase D
DFNAAEMK_04101	CDS	720	truD_2	5.4.99.27	COG0585	tRNA pseudouridine synthase D
DFNAAEMK_04102	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
DFNAAEMK_04103	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
DFNAAEMK_04104	CDS	1140	nlpD_2		COG0739	Murein hydrolase activator NlpD
DFNAAEMK_04105	CDS	99	rpoS_1		COG0568	RNA polymerase sigma factor RpoS
DFNAAEMK_04106	CDS	834	rpoS_2			RNA polymerase sigma factor RpoS
DFNAAEMK_04107	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
DFNAAEMK_04108	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
DFNAAEMK_04109	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
DFNAAEMK_04110	CDS	1167	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
DFNAAEMK_04111	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
DFNAAEMK_04112	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
DFNAAEMK_04113	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
DFNAAEMK_04114	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
DFNAAEMK_04115	CDS	135				hypothetical protein
DFNAAEMK_04116	CDS	354				hypothetical protein
DFNAAEMK_04117	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
DFNAAEMK_04118	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
DFNAAEMK_04119	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
DFNAAEMK_04120	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
DFNAAEMK_04121	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
DFNAAEMK_04122	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
DFNAAEMK_04123	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
DFNAAEMK_04124	CDS	612	hyfA_5	1.-.-.-	COG1142	Hydrogenase-4 component A
DFNAAEMK_04125	CDS	1827	ndhB_2	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
DFNAAEMK_04126	CDS	435				hypothetical protein
DFNAAEMK_04127	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
DFNAAEMK_04128	CDS	351	yfjZ_2			Putative antitoxin YfjZ
DFNAAEMK_04129	CDS	717				IS481 family transposase ISEc19
DFNAAEMK_04130	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
	CRISPR	272				
DFNAAEMK_04131	CDS	1479	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
DFNAAEMK_04132	CDS	1278	yqcE			Inner membrane protein YqcE
DFNAAEMK_04133	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
DFNAAEMK_04134	CDS	1455				hypothetical protein
DFNAAEMK_04135	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
DFNAAEMK_04136	CDS	780				hypothetical protein
	CRISPR	149				
DFNAAEMK_04137	CDS	204				hypothetical protein
DFNAAEMK_04138	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
DFNAAEMK_04139	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
DFNAAEMK_04140	CDS	996				hypothetical protein
DFNAAEMK_04141	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
DFNAAEMK_04142	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
DFNAAEMK_04143	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
DFNAAEMK_04144	CDS	411	ybhQ			Inner membrane protein YbhQ
DFNAAEMK_04145	CDS	762				hypothetical protein
DFNAAEMK_04146	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
DFNAAEMK_04147	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
DFNAAEMK_04148	CDS	714				hypothetical protein
DFNAAEMK_04149	CDS	255				hypothetical protein
DFNAAEMK_04150	CDS	1182	setB			Sugar efflux transporter B
DFNAAEMK_04151	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
DFNAAEMK_04152	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
DFNAAEMK_04153	CDS	1692	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
DFNAAEMK_04154	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
DFNAAEMK_04155	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
DFNAAEMK_04156	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
DFNAAEMK_04157	CDS	699	yeiL		COG0664	Regulatory protein YeiL
DFNAAEMK_04158	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
DFNAAEMK_04159	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
DFNAAEMK_04160	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
DFNAAEMK_04161	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
DFNAAEMK_04162	CDS	1050				hypothetical protein
DFNAAEMK_04163	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
DFNAAEMK_04164	CDS	1470	lysP		COG0833	Lysine-specific permease
DFNAAEMK_04165	CDS	1992	cirA		COG4771	Colicin I receptor
DFNAAEMK_04166	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
DFNAAEMK_04167	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
DFNAAEMK_04168	CDS	1158				hypothetical protein
DFNAAEMK_04169	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
DFNAAEMK_04170	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
DFNAAEMK_04171	CDS	1521	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
DFNAAEMK_04172	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
DFNAAEMK_04173	CDS	555	yrdA_2		COG0663	Protein YrdA
DFNAAEMK_04174	CDS	249				hypothetical protein
DFNAAEMK_04175	CDS	123				hypothetical protein
DFNAAEMK_04176	CDS	894	perR			HTH-type transcriptional regulator PerR
DFNAAEMK_04177	CDS	498				hypothetical protein
DFNAAEMK_04178	CDS	876	yhfS			putative protein YhfS
DFNAAEMK_04179	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
DFNAAEMK_04180	CDS	477				hypothetical protein
DFNAAEMK_04181	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
